species.ID,subclass,superorder,order,family,genus,species,IUCN_Scientific_name,Recent.taxonomic.revisions,size.at.mat,max.size,pup.size,length.weight.a,length.weight.b,habitat,IUCN.habitat,mindepth_m,maxdepth_m,mediandepth_m,depthrange_m,min.lat,max.lat,lat.range,area,age.mat,max.age,k,parity.mode,embryo.trophic.mode,repro.coarse,mode,breeding.interval,development,litter.size,median.ED,Red.List.status.new,Data.type,Species.authorship
Brochiraja_leviveneta,batoids,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja_leviveneta,Brochiraja leviveneta,,NA,51,NA,0.0032,3.15,Deep,Deepwater,900,1100,1000,200,-50.52936759,-33.05424229,17.4751253,187256,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,14.2346563,notTHR,molecular,Last & McEachran 2006 
Brochiraja_microspinifera,batoids,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja_microspinifera,Brochiraja microspinifera,,NA,33,NA,0.0032,3.15,Deep,Deepwater,600,1200,900,600,-42.33824094,-33.05424229,9.28399865,68894,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,25.56791269,notTHR,molecular,Last & McEachran 2006 
Brochiraja_spinifera,batoids,Batoidea,Rajiformes,Arhynchobatidae,Brochiraja,Brochiraja_spinifera,Brochiraja spinifera,,NA,73,NA,0.0032,3.15,Deep,Deepwater,300,1500,900,1200,-54.10995081,-33.36944732,20.74050349,286688,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,12.87404561,notTHR,molecular,Garrick & Paul 1974 
Insentiraja_subtilispinosa,batoids,Batoidea,Rajiformes,Arhynchobatidae,Insentiraja,Insentiraja_subtilispinosa,Insentiraja subtilispinosa,,42.5,54,NA,0.0032,3.15,Deep,Deepwater,600,1200,900,600,-30.88135923,19.78543403,50.66679327,619804,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,13.02981915,LC,molecular,Stehmann 1989 
Irolita_waitii,batoids,Batoidea,Rajiformes,Arhynchobatidae,Irolita,Irolita_waitii,Irolita waitii,,NA,52,NA,0.0032,3.15,Shelf,Coastal and Continental,50,200,125,150,-36.09026667,-28.71409997,7.376166701,372786,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,37.01458255,LC,molecular,McCulloch 1911 
Notoraja_azurea,batoids,Batoidea,Rajiformes,Arhynchobatidae,Notoraja,Notoraja_azurea,Notoraja azurea,,NA,64.5,19,0.0032,3.15,Deep,Deepwater,765,1440,1102.5,675,-45.33083212,-30.01578262,15.3150495,611067,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,10.05180765,LC,molecular,McEachran & Last 2008
Pavoraja_alleni,batoids,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja_alleni,Pavoraja alleni,,30,35,14,0.0032,3.15,Deep,Deepwater,200,460,330,260,-31.565603,-17.7056168,13.8599862,314653,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,18.07807102,LC,molecular,McEachran & Fechhelm 1982 
Pavoraja_nitida,batoids,Batoidea,Rajiformes,Arhynchobatidae,Pavoraja,Pavoraja_nitida,Pavoraja nitida,,NA,NA,NA,0.0032,3.15,Deep,Deepwater,30,390,210,360,-44.89878219,-31.46841621,13.43036598,640308,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,18.02227017,LC,molecular,GÙnther 1880 
Psammobatis_lentiginosa,batoids,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis_lentiginosa,Psammobatis lentiginosa,,NA,43.5,11.9,0.00475,3.024,Shelf,Coastal and Continental,30,160,95,130,-45.00711456,-32.78481456,12.2223,193128,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,17.3304931,notTHR,molecular,McEachran 1983 
Psammobatis_rudis,batoids,Batoidea,Rajiformes,Arhynchobatidae,Psammobatis,Psammobatis_rudis,Psammobatis rudis,,NA,44,NA,0.00475,3.024,Deep,Deepwater,122,352,237,230,-54.37331456,-40.65111456,13.7222,223061,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,17.50874846,notTHR,molecular,GÙnther 1870 
Bathyraja_albomaculata,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_albomaculata,Rhinoraja albomaculata,Bathyraja albomaculata,59.4,76.2,10,0.0032,3.15,Deep,Deepwater,65,115,90,50,-57.84871456,-25.37001456,32.4787,749399,10,17,0.09,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,14,10.21500394,VU,molecular,Last et al 2016
Batyraja_macloviana,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_macloviana,Rhinoraja macloviana,Batyraja macloviana,54.9,77,13,0.0032,3.15,Deep,Deepwater,80,509,294.5,429,-55.80801456,-37.11576758,18.69224698,941205,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,10.20898272,NT,molecular,Last et al 2016
Bathyraja_magellinca,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_magellanica,Rhinoraja magellanica,Bathyraja magellinca,58,105,14,0.0032,3.15,Deep,Deepwater,51,600,325.5,549,-55.80801456,-40.71490097,15.09311359,749055,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,11.93531182,notTHR,molecular,Last et al 2016
Bathyraja_multispinis,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_multispinis,Rhinoraja multispinis,Bathyraja multispinis,93.4,119,12.6,0.0032,3.15,Deep,Deepwater,82,740,411,658,-55.88881456,-25.9760529,29.91276166,1134220,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,13.48048027,NT,molecular,Last et al 2016
Bathyraja_marrayi,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_murrayi,Rhinoraja murrayi,Bathyraja marrayi,NA,60,11,0.0032,3.15,Deep,Deepwater,30,650,340,620,-54.71552422,-47.01951597,7.696008252,164078,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,11.66175529,NT,molecular,Last et al 2016
Bathyraja_taranetzi,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rhinoraja,Rhinoraja_taranetzi,Rhinoraja taranetzi,Bathyraja taranetzi,63.25,77,NA,0.0032,3.15,Deep,Deepwater,81,1000,540.5,919,44.09545176,61.93331783,17.83786607,713856,4,7,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,10.17522934,LC,molecular,Dolganov 1983 
Rioraja_agassizii,batoids,Batoidea,Rajiformes,Arhynchobatidae,Rioraja,Rioraja_agassizii,Rioraja agassizii,,NA,71,NA,0.017,2.892,Shelf,Coastal and Continental,10,100,55,90,-42.44340515,-20.04031456,22.40309059,210725,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,38.80568275,VU,molecular,MÙller & Henle 1841 
Sympterygia_acuta,batoids,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia_acuta,Sympterygia acuta,,NA,50,NA,0.0032,3.15,Shelf,Coastal and Continental,1,40,20.5,39,-40.79501456,-22.87221599,17.92279857,151420,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,27.13633607,VU,molecular,Garman 1877 
Sympterygia_bonapartii,batoids,Batoidea,Rajiformes,Arhynchobatidae,Sympterygia,Sympterygia_bonapartii,Sympterygia bonapartii,,63.6,88,NA,0.0032,3.15,Shelf,Coastal and Continental,1,100,50.5,99,-54.35445724,-32.98821456,21.36624268,368788,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,26.90817467,THR,molecular,MÙller & Henle 1841 
Amblyraja_doellojuradoi,batoids,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja_doellojuradoi,Amblyraja doellojuradoi,,NA,69,9,0.0056,3.21,Deep,Deepwater,51,642,346.5,591,-56.94941456,-32.91162872,24.03778584,1372560,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,11.38706587,LC,molecular,Pozzi 1935 
Amblyraja_hyperborea,batoids,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja_hyperborea,Amblyraja hyperborea,,84.5,106,17,0.0056,3.21,Deep,Deepwater,260,2550,1405,2290,42.15118544,81.27618544,39.125,909227,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,9.1566034,LC,molecular,Collett 1879 
Amblyraja_radiata,batoids,Batoidea,Rajiformes,Rajidae,Amblyraja,Amblyraja_radiata,Amblyraja radiata,,91.7,105,10,0.0056,3.21,Deep,Coastal and Continental,18,1400,709,1382,32.79508544,79.70448544,46.9094,2159900,11,16,0.13,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,41,14.7366615,VU,molecular,Donovan 1808 
Beringraja_binoculata,batoids,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja_binoculata,Raja binoculata,,90,203.9,NA,0.00344,3.266875,Deep,Coastal and Continental,3,800,NA,NA,27.96623121,60.07421112,32.10797991,551029,8,26,0.09,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,1260,30.84689117,NT,molecular,Girard 1855 
Beringraja_pulchra,batoids,Batoidea,Rajiformes,Rajidae,Beringraja,Beringraja_pulchra,Raja pulchra,,68.5,111.9,9.5,0.00344,3.266875,Shelf,Coastal and Continental,5,700,NA,NA,26.54202322,49.31958389,22.77756068,1555540,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,240,30.84689117,VU,molecular,Liu 1932 
Dentiraja_lemprieri,batoids,Batoidea,Rajiformes,Rajidae,Dentiraja,Dentiraja_lemprieri,Dentiraja lemprieri,,42,55,10,0.007214,3.190375,Shelf,Coastal and Continental,1,170,85.5,169,-44.89878191,-37.44145423,7.457327677,273201,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,4.5,NA,9.193883206,LC,molecular,Richardson 1845 
Dentiraja_australis,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_australis,Dipturus australis,Dentiraja australis,45,50,NA,0.0028,3.21,Shelf,Coastal and Continental,50,180,115,130,-36.46035569,-26.88845454,9.571901142,109987,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,9.542360173,VU,molecular,Last et al 2016
Dipturus_batis,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_batis,Dipturus batis,,130.8,235,21.8,0.0028,3.21,Shelf,Coastal and Continental,1,600,300.5,599,12.45879579,72.08738544,59.62858965,2931340,11,50,0.057,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,40,13.529509,CR,molecular,Linnaeus 1758 
Dentiraja_cerva,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_cerva,Dipturus cerva,Dentiraja cerva,47,66,15,0.0028,3.21,Deep,Deepwater,20,470,245,450,-44.89878191,-31.46841621,13.4303657,635689,5,9,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,9.383185619,NT,molecular,Last et al 2016
Dentiraja_confusa,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_confusus,,Dentiraja confusa,52.6,66.8,9.9,0.0028,3.21,Shelf,Coastal and Continental,18,390,204,372,NA,NA,NA,NA,6.6,11,0.11,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,20,9.359195178,notTHR,molecular,Last 2008 
Dipturus_gudgeri,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_gudgeri,Dipturus gudgeri,,127,185,NA,0.0028,3.21,Deep,Deepwater,160,700,430,540,-44.89878219,-28.37433537,16.52444682,421378,NA,16,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,14.28462593,NT,molecular,Whitley 1940 
Dentiraja_healdi,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_healdi,Dipturus healdi,Dentiraja healdi,50,72,13,0.0028,3.21,Deep,Deepwater,146,490,318,344,-19.08110983,-13.81016428,5.270945552,173719,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,14.65923487,LC,molecular,"Last, White & Pogonoski 2008 "
Dipturus_innominatus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_innominatus,Dipturus innominatus,,112.2,138,25,0.00137,3.38,Deep,Deepwater,1,1200,600.5,1199,-49.26811356,-33.05424229,16.21387127,619173,13,24,0.095,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,NA,14.07393937,NT,molecular,Garrick & Paul 1974 
Dipturus_kwangtungensis,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_kwangtungensis,Dipturus kwangtungensis,,NA,96.7,NA,0.0028,3.21,Shelf,Coastal and Continental,50,240,145,190,23.43191763,47.1323802,23.70046257,1670750,NA,NA,0.1,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,22.99557712,notTHR,molecular,Chu 1960 
Dipturus_laevis,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_laevis,Dipturus laevis,,115,153,NA,0.0028,3.21,Deep,Coastal and Continental,1,1400,700.5,1399,35.11918544,50.02458544,14.9054,507421,9.5,12,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,90,17.42487859,EN,molecular,Mitchill 1818 
Dipturus_leptocaudus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_leptocaudus,Dipturus leptocaudus,,NA,NA,19,0.0028,3.21,Deep,Deepwater,400,550,475,150,-24.72751456,-24.00291456,0.7246,2116.95,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,11.42779556,NA,molecular,Krefft & Stehmann 1975 
Dipturus_macrocaudus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_macrocauda,Dipturus macrocauda,Dipturus macrocaudus,NA,120,NA,0.0028,3.21,Deep,Deepwater,300,800,550,500,23.16031898,35.7014964,12.54117742,636580,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,10.34195644,notTHR,molecular,Last et al 2016
Dipturus_oxyrinchus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_oxyrinchus,Dipturus oxyrinchus,,82.1,150,17,0.0028,3.21,Deep,Deepwater,90,900,495,810,26.73968506,63.30010986,36.56042481,1778590,13.96,38.84,0.08,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,NA,13.57239727,NT,molecular,Linnaeus 1758 
Dipturus_pullopunctatus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_pullopunctata,Dipturus pullopunctatus,Dipturus pullopunctatus,99.1,113.7,NA,0.0028,3.21,Deep,Deepwater,15,457,236,442,-36.31301456,-26.66911456,9.6439,112615,12.5,18,0.05,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,NA,19.74361354,LC,molecular,Last et al 2016
Dipturus_springeri,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_springeri,Dipturus springeri,,NA,190,NA,0.0028,3.21,Deep,Deepwater,50,970,510,920,-36.32011456,-20.14971456,16.1704,203835,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,18.66333201,notTHR,molecular,Wallace 1967 
Dipturus_tengu,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_tengu,Dipturus tengu,,NA,110.5,NA,0.0028,3.21,Shelf,Deepwater,300,400,350,100,14.65196318,42.60115767,27.94919448,607817,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,10.34195644,notTHR,molecular,Jordan & Fowler 1903 
Dipturus_trachydermus,batoids,Batoidea,Rajiformes,Rajidae,Dipturus,Dipturus_trachydermus,Dipturus trachydermus,,215,253,NA,0.0028,3.21,Deep,Deepwater,20,450,235,430,-56.94941456,-23.34491456,33.6045,417997,17,26,0.079,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,48.7,11.4226535,VU,molecular,Krefft & Stehmann 1975 
Hongeo_koreana,batoids,Batoidea,Rajiformes,Rajidae,Hongeo,Hongeo_koreana,Hongeo koreana,,NA,84,NA,0.007214,3.190375,Shelf,Coastal and Continental,30,80,55,50,32.3261047,34.94909585,2.622991148,31465.5,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,43.37388723,notTHR,molecular,Jeong & Nakabo 1997 
Leucoraja_circularis,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_circularis,Leucoraja circularis,,NA,120,NA,0.00243,3.264,Deep,Coastal and Continental,50,800,425,750,26.73968506,66.39591227,39.65622721,2206190,7,12,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,18.36094892,EN,molecular,Couch 1838 
Leucoraja_erinacea,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_erinacea,Leucoraja erinacea,,40,54,9.8,0.0038,3.12,Shelf,Coastal and Continental,1,90,45.5,89,35.34668544,50.73238544,15.3857,325821,4,8,0.352,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,10.5,30,25.44384218,NT,molecular,Mitchill 1825 
Leucoraja_fullonica,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_fullonica,Leucoraja fullonica,,NA,105,NA,0.00243,3.264,Deep,Deepwater,30,800,415,770,30.99874641,72.08738544,41.08863903,2228130,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,18.38069851,VU,molecular,Linnaeus 1758 
Leucoraja_garmani,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_garmani,Leucoraja garmani,,33,57,NA,0.00243,3.264,Deep,Deepwater,33,530,281.5,497,24.02008544,41.64718544,17.6271,199021,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,31.13357653,LC,molecular,Whitley 1939 
Leucoraja_melitensis,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_melitensis,Leucoraja melitensis,,40,50,9,0.00243,3.264,Deep,Deepwater,3,800,401.5,797,30.26608276,38.31889587,8.052813109,306679,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,33,18.40829667,CR,molecular,Clark 1926 
Leucoraja_naevus,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_naevus,Leucoraja naevus,,59,72,NA,0.0025,3.214,Deep,Coastal and Continental,20,500,260,480,27.18600659,62.19638544,35.01037885,2102230,9,14,0.108,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,8,90,17.10097347,LC,molecular,MÙller & Henle 1841 
Leucoraja_ocellata,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_ocellata,Leucoraja ocellata,,76,100,NA,0.00217,3.295,Shelf,Coastal and Continental,1,317,159,316,35.33148544,48.53828544,13.2068,306392,11.5,29,0.059,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,35,25.52958592,EN,molecular,Mitchill 1815 
Leucoraja_wallacei,batoids,Batoidea,Rajiformes,Rajidae,Leucoraja,Leucoraja_wallacei,Leucoraja wallacei,,68.5,92,NA,0.00243,3.264,Deep,Deepwater,70,500,285,430,-36.70521456,-24.94521456,11.76,242080,9,15,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,17.07437002,LC,molecular,Hulley 1970 
Malacoraja_kreffti,batoids,Batoidea,Rajiformes,Rajidae,Malacoraja,Malacoraja_kreffti,Malacoraja kreffti,,50,70,NA,0.007214,3.190375,Deep,Deepwater,1000,1500,1250,500,54.74827519,64.7408233,9.992548101,201210,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,23.7812194,LC,molecular,Stehmann 1978 
Neoraja_caerulea,batoids,Batoidea,Rajiformes,Rajidae,Neoraja,Neoraja_caerulea,Neoraja caerulea,,NA,32,NA,0.007214,3.190375,Deep,Deepwater,600,1260,930,660,43.55447285,59.65637942,16.10190657,210567,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,22.51076987,LC,molecular,Stehmann 1976 
Okamejei_acutispina,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_acutispina,Okamejei acutispina,,NA,NA,NA,0.007214,3.190375,Shelf,Coastal and Continental,75,150,112.5,75,3.370810714,38.90932334,35.53851263,1128450,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,20.35009184,NA,molecular,Ishiyama 1958 
Okamejei_boesemani,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_boesemani,Okamejei boesemani,,NA,55,NA,0.007214,3.190375,Shelf,Coastal and Continental,20,175,97.5,155,-9.764848569,37.69647381,47.46132238,1802290,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,17.13711189,notTHR,molecular,Ishihara 1987 
Okamejei_cairae,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_cairae,,,34,39,NA,0.007214,3.190375,Shelf,Coastal and Continental,65,150,107.5,85,NA,NA,NA,NA,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,20.36674434,notTHR,molecular,"Last, Fahmi & Ishihara 2010 "
Okamejei_hollandi,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_hollandi,Okamejei hollandi,,NA,45,NA,0.007214,3.190375,Shelf,Coastal and Continental,67,87,77,20,7.644332905,22.49466705,14.85033415,432292,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,27.46641845,notTHR,molecular,Jordan & Richardson 1909 
Orbiraja_jensenae,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_jensenae,,Orbiraja jensenae,NA,37,NA,0.007214,3.190375,Deep,Coastal and Continental,110,118,114,8,NA,NA,NA,NA,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,62.89836999,notTHR,molecular,Last & Lim 2010 
Okamejei_kenojei,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_kenojei,Okamejei kenojei,,39,57.5,8.85,0.007214,3.190375,Shelf,Coastal and Continental,20,120,70,100,21.48094937,42.05456692,20.57361755,1330910,3,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,3.8,85,17.16256262,notTHR,molecular,MÙller & Henle 1841 
Okamejei_meerdervoortii,batoids,Batoidea,Rajiformes,Rajidae,Okamejei,Okamejei_meerdervoortii,Okamejei meerdervoortii,,NA,38,NA,0.007214,3.190375,Shelf,Coastal and Continental,30,90,60,60,18.77396794,35.68694305,16.91297511,700084,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,29.28221416,notTHR,molecular,Bleeker 1860 
Raja_asterias,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_asterias,Raja asterias,,56.1,64,8,0.0025,3.26,Shelf,Coastal and Continental,1,343,172,342,30.26608276,44.43041611,14.16433334,1518810,3.7,6.3,0.454,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,73,17.03333764,NT,molecular,Delaroche 1809 
Raja_brachyura,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_brachyura,Raja brachyura,,83.6,109,NA,0.00281,3.233,Shelf,Coastal and Continental,10,300,155,290,16.14631457,63.30008544,47.15377087,1929380,5.5,8,0.129,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,7,90,18.89183988,NT,molecular,Lafont 1873 
Raja_clavata,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_clavata,Raja clavata,,66.2,104.4,11.5,0.0031,3.26,Shelf,Coastal and Continental,10,300,NA,NA,-36.70521456,71.57078544,108.276,5249360,5.6,11.33333333,0.091,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,5,142,14.16911635,NT,molecular,Linnaeus 1758 
Beringraja_inornata,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_inornata,Raja inornata,Beringraja inornata,52,76,19,0.00344,3.266875,Deep,Deepwater,17,671,344,654,22.06230217,48.58779316,26.52549099,267289,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,32.41917824,notTHR,molecular,Last et al 2016
Raja_maderensis,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_maderensis,Raja maderensis,,55,75,NA,0.00344,3.266875,Shelf,Coastal and Continental,1,150,75.5,149,31.49818544,34.01598544,2.5178,53957.6992,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,14.21416476,VU,molecular,Lowe 1838 
Raja_microocellata,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_microocellata,Raja microocellata,,58,87.5,11.5,0.00489,3.407,Shelf,Coastal and Continental,1,100,50.5,99,16.13617898,54.13098544,37.99480647,598757,5,9,0.086,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,7,57.5,19.04067293,NT,molecular,Montagu 1818 
Raja_miraletus,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_miraletus,Raja miraletus,,35,71.7,10.5,0.0018,3.27,Shelf,Coastal and Continental,10,530,270,520,-36.70521456,45.79730606,82.50252062,2989010,2.3,8.2,0.172,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,61,23.09492538,LC,molecular,Linnaeus 1758 
Raja_montagui,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_montagui,Raja montagui,,56.8,74,9,0.00364,3.441,Shelf,Coastal and Continental,28,530,279,502,26.73948544,61.84938544,35.1099,2468600,4.6,7,0.204,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,5.5,60,20.55366497,LC,molecular,Fowler 1910 
Raja_radula,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_radula,Raja radula,,34,70,NA,0.004,3.14,Shelf,Coastal and Continental,1,300,150.5,299,30.26608276,45.79730606,15.5312233,1809780,5.89,12,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,4,NA,17.25110384,EN,molecular,Delaroche 1809 
Beringraja_rhina,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_rhina,Raja rhina,Beringraja rhina,83,132.2,14.5,0.00344,3.266875,Deep,Deepwater,25,1000,512.5,975,27.99587259,60.62945634,32.63358375,760759,11,26,0.04,egg-laying,lecithotroph,egg-laying,Egg-Laying,1,NA,NA,23.46999514,LC,molecular,Last et al 2016
Beringraja_stellulata,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_stellulata,Raja stellulata,Beringraja stellulata,68,76,14,0.00344,3.266875,Shelf,Coastal and Continental,18,732,375,714,28.57952275,41.07306746,12.49354471,134101,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,23.46999514,LC,molecular,Last et al 2016
Raja_straeleni,batoids,Batoidea,Rajiformes,Rajidae,Raja,Raja_straeleni,Raja straeleni,,NA,67,NA,0.00344,3.266875,Deep,Coastal and Continental,80,690,385,610,-36.70521456,21.27658081,57.98179537,1101300,NA,NA,NA,egg-laying,lecithotroph,egg-laying,Egg-Laying,NA,NA,NA,15.16110277,notTHR,molecular,Poll 1951 
