G.species,Length_cm,body.mass.kg,sex,tag_id,tag_project_name,tag.type,num_det,days_det,num_stations,DI,ReleaseDate,release_latitude,release_longitude,days.at.liberty,mcp,bbk50,bbk95,dis_min,dis_25,dis_50,dis_75,dis_max,dis_mean,dis_sd,Habitat,Trophic.group,Trophic.group2,subclass,superorder,order,family,Genus,species,IUCN_Scientific_name,size.at.mat,max.size,pup.size,length.weight.a,length.weight.b,habitat,habitat2,min.depth,max.depth,median.depth,range.depth,min.lat,max.lat,range.lat,area,age.mat,max.age,k,bearing.mode,trophic.mode,repro.coarse,mode,breeding.interval,development,litter.size,median.ED,Red.List.status.new,ecomorpho.compagno,ecomorphotype,lifestyle,ecomorph.life
Orectolobus_maculatus,53,0.932589056,F,700036,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,104,1,6,0.000547945,10/9/09,-33.8007,151.2951,1825.000684,77858.71436,265912.9335,1032385.048,0,0,0.086353981,0.132153814,0.926733145,0.102147797,0.109204024,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,123,12.89595619,F,700006,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,199,1,10,0.000547945,10/8/09,-33.7991,151.2814,1825.000684,89719.61963,299652.6609,1098911.052,0,0.082688976,0.105357221,0.165719322,1.250175983,0.1280084,0.121245171,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,80.5,3.435838549,F,700077,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,22,2,2,0.00109589,8/15/08,-33.8691,151.202,1825.000684,NA,NA,NA,0,0,0,0,11.57072005,0.468079808,2.313198795,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,81.2,3.52991634,F,700090,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,35,2,4,0.00109589,8/15/08,-33.8691,151.202,1825.000684,NA,NA,NA,0,0,0.127710537,0.131275151,11.57072005,0.426493027,1.940344625,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,64,1.679697671,F,700024,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,683,3,6,0.001643836,10/9/09,-33.8006,151.2974,1824.999574,7707.848633,48785.4735,109505.8472,0,0.081228671,0.086353981,0.132153814,0.306871312,0.106867971,0.064027052,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,85.1,4.086296059,F,700054,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,1042,5,7,0.002739726,8/15/08,-33.8691,151.202,1825.000018,967742.1904,847571.364,2860337.577,0,0,0.125005818,0.127710537,11.4888559,0.126757804,0.384156243,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,85.4,4.131408682,F,700053,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,78,9,4,0.004931507,8/15/08,-33.8691,151.202,1824.999944,7162.256836,31226.56499,71880.68988,0,0,0,0.131275151,11.52026711,0.184125673,1.177876232,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,65,1.762947073,F,700030,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,2369,15,6,0.008219178,10/9/09,-33.8007,151.2951,1825.000018,9099.448242,52971.33305,124077.3968,0,0.069542305,0.086353981,0.132153814,0.331284814,0.098206676,0.075096597,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,85.9,4.207346425,F,700044,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,2312,31,10,0.016986301,8/14/08,-33.8691,151.202,1825.00004,70685005.85,10694034.27,39193635.61,0,0,0,0.123318291,23.56570927,0.086758327,0.702618216,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,77.1,3.003027165,F,700055,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,1189,49,5,0.026849315,8/15/08,-33.8691,151.202,1825.000005,7776.184082,32176.62261,69092.95907,0,0,0,0.131275151,11.52026711,0.070808925,0.342139428,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,134,16.84676711,F,700026,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,13199,70,5,0.038356164,10/2/08,-33.7989,151.2956,1825.000018,65162.92383,115577.4377,551115.0139,0,0,0,0.125005818,1.02171568,0.045916293,0.064788267,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,117,11.03289513,F,700022,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,1884,98,12,0.05369863,1/23/10,-33.8006,151.2974,1825.000005,29302.26611,79196.27767,217276.5811,0,0,0,0.068982449,0.298148008,0.032959895,0.058174192,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,129.7,15.21676476,F,700019,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,110719,120,4,0.065753425,7/16/08,-33.7989,151.2956,1824.99999,13861.22559,43293.554,97132.15808,0,0.125005818,0.127238837,0.127710537,0.221900358,0.129836673,0.054778292,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,115,10.45506803,F,700043,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,100697,125,17,0.068493151,10/13/09,-33.8007,151.2951,1824.999992,646287.5244,476054.4802,1745225.863,0,0.069542305,0.105282947,0.138497935,1.417313699,0.102144126,0.060402358,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,124,13.22590074,F,700015,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,18072,134,4,0.073424658,6/18/08,-33.7989,151.2956,1824.999988,13861.2251,43996.02717,97548.34029,0,0,0.123318291,0.127710537,0.221900358,0.076291627,0.078447834,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,119,11.63204627,F,700018,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,5609,136,16,0.074520548,1/23/10,-33.8006,151.2974,1824.999999,3622392.108,159277.2001,3153688.561,0,0,0,0.081228671,7.775236046,0.039312064,0.160098925,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,87.9,4.520587622,F,700049,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,15737,140,12,0.076712329,8/14/08,-33.8691,151.202,1824.999994,162205.2861,121114.0325,558444.0797,0,0,0,0.123318291,11.57072005,0.052249392,0.113193491,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,120,11.93974603,F,700017,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,110395,145,4,0.079452055,7/15/08,-33.7989,151.2956,1824.999995,12358.78613,35320.73311,75635.49446,0,0.123318291,0.127238837,0.131275151,0.221900358,0.128681283,0.067670992,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,115,10.45506803,F,700021,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,12933,177,18,0.096986301,1/23/10,-33.8006,151.2974,1825.000007,3638012.83,143860.2827,1831942.334,0,0,0.05772053,0.123233288,3.914709507,0.071250406,0.110981398,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,60,1.373350856,F,700027,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,51678,187,9,0.102465753,10/9/09,-33.8007,151.2814,1825.000008,32535.82861,80460.49867,220404.5506,0,0.068982449,0.082688976,0.123233288,1.309743975,0.083359271,0.055489095,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,83.3,3.822627728,F,700089,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,15055,206,15,0.112876712,8/15/08,-33.8691,151.202,1825.000005,24448758.13,190657.2981,8261816.253,0,0,0.068982449,0.112280439,14.02367116,0.061599285,0.185892509,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,86.4,4.284227039,F,700040,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,68997,260,9,0.142465753,8/14/08,-33.8691,151.202,1825.000005,36409.06934,79541.4839,221625.2398,0,0,0.123318291,0.127238837,11.57072005,0.090155495,0.080633096,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,128,14.60308814,F,700031,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,69455,260,17,0.142465753,10/3/08,-33.7989,151.2956,1825.000005,170560.5479,180257.2662,965613.434,0,0,0.125005818,0.127710537,15.29684929,0.095966542,0.105028131,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,127,14.25007699,F,700033,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,30666,262,14,0.143561644,10/3/08,-33.7989,151.2956,1824.999998,169657.188,259193.4547,1113235.888,0,0,0.107565522,0.127710537,1.113980088,0.076444213,0.073030097,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,62,1.521288816,F,700029,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,64045,367,12,0.20109589,10/9/09,-33.8007,151.2951,1825.000004,522181.2231,167432.6701,2631441.815,0,0,0.069542305,0.112280439,214.4578361,0.070514189,1.688989663,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,112.5,9.762149884,F,700025,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,38161,408,13,0.223561644,7/16/08,-33.7989,151.2956,1824.999999,162205.2861,127004.7928,581771.4906,0,0,0,0.127238837,1.02171568,0.068402226,0.076000082,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,115.9,10.71247747,F,700016,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,140561,478,18,0.261917808,7/8/08,-33.7989,151.2956,1825.000002,6202733.006,218820.1304,7370783.34,0,0,0.112280439,0.127710537,29.17948378,0.087485185,0.124117114,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,118,11.32977967,F,700023,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,155502,532,16,0.291506849,1/31/10,-33.8006,151.2974,1825.000002,2659044.836,134383.8901,1101165.08,0,0,0.068982449,0.115694351,3.182354447,0.066271594,0.064214429,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,148,22.97027282,F,700028,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,171301,601,27,0.329315068,10/3/08,-33.7989,151.2956,1825.000003,166472859.9,199241.079,18064524.49,0,0,0.125005818,0.131275151,28.42821643,0.104831807,0.213567101,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,132,16.0746034,F,700041,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,337653,735,23,0.402739726,10/13/09,-33.8007,151.2951,1825,71713616.61,280820.9781,7992597.068,0,0.068982449,0.107565522,0.138497935,25.07424377,0.098639792,0.098725578,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Orectolobus_maculatus,119,11.63204627,F,700038,AATAMS Cabbage Tree Bay Aquatic Reserve (CTBAR),PassAcoustic,599023,749,13,0.410410959,10/12/09,-33.8007,151.2951,1825,32924.74463,82734.79316,225103.0214,0,0.082688976,0.112280439,0.141491747,1.103225231,0.11148073,0.057773118,B,Carnivore,Piscivore,sharks,Galeomorphs,Orectolobiformes,Orectolobidae,Orectolobus,Orectolobus_maculatus,Orectolobus maculatus,117.5,170,22.5,0.00389,3.12,Shelf,Coastal and Continental,1,218,109.5,217,-39.58815624,-16.18466197,23.40349427,890401,NA,NA,NA,live-bearing,lecithotroph,lecithotrophic_lb,Yolk-sac Live-bearing,3,10.5,37,28.16013876,LC,squatinobenthic,squatinobenthic,benthic,LB
Myliobatis_australis,65,1.457326074,F,110520829,Chondrichthyan monitoring of south-east Australia,PassAcoustic,0,0,2,0,1/29/13,-42.9081,147.3854,NA,NA,NA,NA,0,0,0.400373193,264.6635286,NA,264.2631554,527.9926149,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
Myliobatis_australis,98,5.161309586,F,110520845,Chondrichthyan monitoring of south-east Australia,PassAcoustic,0,0,1,0,1/28/13,-42.7987,147.5044,NA,NA,NA,NA,0,0,0,137.1796559,NA,91.45310394,158.4014225,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
Myliobatis_australis,88,3.705017186,F,5354129,Seven Gill tracking in Coastal Tasmania,PassAcoustic,4,1,1,8.00E-04,1/9/09,-42.9996,147.7841,1250,NA,NA,NA,0,0,0,0,2.741707661,0.548341532,1.226128941,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
Myliobatis_australis,84,3.210434381,F,5354123,Seven Gill tracking in Coastal Tasmania,PassAcoustic,38,2,1,0.0016,11/29/08,-42.8664,147.3445,1250,NA,NA,NA,0,0,0,0,12.40853987,0.326540523,2.012930972,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
Myliobatis_australis,134,13.52902115,F,5354127,Seven Gill tracking in Coastal Tasmania,PassAcoustic,21,2,2,0.0016,11/5/08,-42.8664,147.3445,1250,NA,NA,NA,0,0,0,0,12.40853987,0.955347338,3.109544631,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
Myliobatis_australis,75,2.264499806,F,110520805,Chondrichthyan monitoring of south-east Australia,PassAcoustic,12,1,1,0.001669449,1/25/13,-42.7997,147.5089,599.0000294,NA,NA,NA,0,0,0,0,NA,137.1456148,494.4855464,B,Omnivore,Invertivore,batoids,Batoidea,Myliobatiformes,Myliobatidae,Myliobatis,Myliobatis_australis,,51.1,80,NA,0.0076,3.08,Shelf,Coastal and Continental,1,85,43,84,NA,NA,NA,NA,NA,NA,NA,live-bearing,matrotroph,matrotrophic_lb,Lipid Histotrophy,NA,NA,NA,36.0219517,THR,aquilobenthic,aquilobenthic,pelagic,LP
